index,linkPoster,name,role,time,content,content_img,linkPost,status
210,No link,Người tham gia ẩn danh,Thành viên,25 tháng 10 lúc 17:00,"lêu lêu mấy bạn không có ng yeu, mình cũng thế :>",No picture,https://www.facebook.com/groups/ued.confessions/posts/2040374609811531/?__cft__[0]=AZXiaWMJpNUZqCF_SFlePw5okY8L7PkBkml6sPTXQZVhN7uGXvPDLQw3UGDclaw788FX5ycUl8uV49aSFDrk8K_tICMSTlUP8b_hNgg-ExmGntuQ0AOD4TzpX9qjB9agMiP6JbzFuGLY4BElQuQE6QMRKL7VyUm2HEiZdWFuH54nn8eejZ_Q4t6Vt6xPDdLBx3ponWMYqhev1eDzrMtuZfRhdCEAO6ciuscwdeDj_tTsow&__tn__=%2CO%2CP-R,Success
211,No link,Người tham gia ẩn danh,Thành viên,25 tháng 10 lúc 16:59,xin tips￼ có bồ,No picture,https://www.facebook.com/groups/ued.confessions/posts/2040374446478214/?__cft__[0]=AZWdZ2juj7HW1pbVaKOMqmAI0T6FzFaqqPMRU5labDLw9LJDF5VS5nE_VNtGPOgsK5WHmGbixGO2vz6zy1KkoAVQODtxi2PdYftigzh-Wv-2zhcd6ieXrx9KyuxjuO0x4tyftQzHXA-t173vSYuQvO6FFjwmWzc6zpUiH0JUvz3ZQBsMPo5faR7WFMsluCU5xuzbWpbMyvyBOmYD_HxTFv9LmcKrIKZIvY3i3OFmJS1enQ&__tn__=%2CO%2CP-R,Success
212,https://www.facebook.com/groups/1976889476160045/user/61552817177052/?__cft__[0]=AZWv56tNprpSF_mcvQZm_VV5u0hcZejNtK67IOd8NFLNTVI7Wo-5Lr7JboD6P_qMxQfaezWj-IlMqiipDuLYCXkDovvupGaZYJegd5BJ_6pFMezqclXgQVi12IJY5hP48JuQuVCdtgRxw9G0EptUs8Ezw-O7myvRiv7t6jMfjb8C4o4ecupf0Gh3LEvMnDRehZKvrdNslpo5SpVcf2OxXAk8&__tn__=-UC%2CP-R,Võ Thúy Hòa,Thành viên,25 tháng 10 lúc 09:34,Mời bạn lh phòng nước B3 để nhận lại ví nhé . Các bạn sv thấy bài chia sẽ hộ cô với nhé . Cô cảm ơn các bạn,{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/464574575_122163672278093905_8487313402753952290_n.jpg?stp=dst-jpg_p526x296&_nc_cat=105&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=TlKd2nrWDegQ7kNvgGcidqY&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=A-e3fo6LT0FdpcgefdJY32-&oh=00_AYAmzofa689KFaE2FNJy7-HUw6bmgHvrqQkqMu3HvfZBWQ&oe=673A3628'},https://www.facebook.com/groups/ued.confessions/posts/2040149153167410/?__cft__[0]=AZWv56tNprpSF_mcvQZm_VV5u0hcZejNtK67IOd8NFLNTVI7Wo-5Lr7JboD6P_qMxQfaezWj-IlMqiipDuLYCXkDovvupGaZYJegd5BJ_6pFMezqclXgQVi12IJY5hP48JuQuVCdtgRxw9G0EptUs8Ezw-O7myvRiv7t6jMfjb8C4o4ecupf0Gh3LEvMnDRehZKvrdNslpo5SpVcf2OxXAk8&__tn__=%2CO%2CP-R,Success
213,No link,Người tham gia ẩn danh,Thành viên,24 tháng 10 lúc 23:19,"Cho mình xin in tư bạn An lớp 24CVNH01 với ạ. Thấy bạn ấy đá banh tối nay cháy quá, lỡ mê",No picture,https://www.facebook.com/groups/ued.confessions/posts/2039848643197461/?__cft__[0]=AZWd5iHoWxdsiTddvfxruC8UaaFuFaBVN5uC1FlKwNKjr80xRCzCWPxJ0a4-bNVMU7uOxNDvCe-1WB44lb7ntAtII1EeKzcKnkWpQAZEgU5uanBPSXtnWtmj0YSJXH6m85H2oW9hAJgAPGaXOVHlRlU9a886m-xI4EnqNfziWFF4Fx52ZzL3VFStvGprvvyypZ7n0ITOK9KIDzol-IHG-EWdXr9s561IZ-zD3dgZ9k43xw&__tn__=%2CO%2CP-R,Success
214,No link,Người tham gia ẩn danh,Thành viên,25 tháng 10 lúc 10:34,Hôm chào đón tsv khoa GDCT em có để quên cái áo chống nắng dài màu đen ở tòa A5 tầng 5 ai có thấy được cho em xin lại với ạaa,No picture,https://www.facebook.com/groups/ued.confessions/posts/2040179166497742/?__cft__[0]=AZXI8qAY-rjHU4tGmbIx53SPmtETb6W4Vir7tfwPJZzBJcXpn0eyQSd47qEBHch4U1zQ93iAN-KpMsTL7ZrVcWP7YEoFdltlWVt-Ec4Kv2PDQzdqkabS3lJzDrGvE84ewFOGE1O9WFw6XP22QaRx5XysRZxEujYfgMNcqzHFlY8q9fHm_nlInDddhbqp31XSL4Vo5Ay_5eQSOFcWew7Y3lh0sKZrCuKKAheGcbLF96EvzA&__tn__=%2CO%2CP-R,Success
215,No link,Người tham gia ẩn danh,Thành viên,24 tháng 10 lúc 16:44,"Mình luôn tự hỏi là mình đang cố gắng vì điều gì. Nhiều khi mình cảm giác hoài nghi chính bản thân mình, ngành học cũng là do ba mẹ lựa cho không được quyết định trường học cũng do ba mẹ chọn suốt khoảng thời gian từ lúc sinh ra cho đến giờ mình đều được hướng dẫn làm theo ý mọi người. Mình thật sự không chịu nổi điều này.",No picture,https://www.facebook.com/groups/ued.confessions/posts/2039627546552904/?__cft__[0]=AZWdnJvfbecDcbU556yH8ItlyQXLEZ85e6dIU14DaXQrgOx8zMwkGKjvkykgiXyBabkRJzloYS900gO16y7ezOwjAZehA0MvIqjvDOvPOAUrmtdsCNllvl3q1uIwyJKxOVjnExGk2DwmhV5t_qYI6zwDhVZ5tIsuuxB3LztkLC-JRk5iZ-Y6LRbqEmqXIvTSRlnFJT-aJqGfbeJ6pDrznSMe1xEsg208GgXdvLIqij7FPg&__tn__=%2CO%2CP-R,Success
216,https://www.facebook.com/groups/1976889476160045/user/61552817177052/?__cft__[0]=AZVf_DRBSkOOwY_6_dgzNsmWvNUp_P3Sc6ivJ67gsv81_BqvQPg17Ei5tp2qs2r29_bcrmrvUIhT-Vc5fGzjx6rIaY_UbwmwdF5RM6ozAtV1myXVdYdS3CAioE25Jf5mWftCUTNz8y_tyh1vayNVmkImzp3AgJX5aPFGPd44i_wNMwLslw_xiA9HyH4fbvbaUtxCJ61Sl_4tJY0USBD-QCK2&__tn__=-UC%2CP-R,Võ Thúy Hòa,Thành viên,25 tháng 10 lúc 09:39,Mời bạn lh phòng nước B3 để nhận lại ví nhé . Mong các bạn sv thấy bài chia sẽ hộ cô với . Trong ví còn nhièu giấy tờ tùy thân quan trọng khác nữa . Cô cảm ơn các bạn,{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/464390605_122163672704093905_2688974434054848209_n.jpg?stp=dst-jpg_p526x296&_nc_cat=111&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=IT45Oq8Vcu4Q7kNvgGyFFaz&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=A4vVX81mE18QoV2MLvWmBsQ&oh=00_AYB3tkbK2nos5OZ-ElkvftT6i1_CZh5IrQVi2PKSW26-qg&oe=673A1605'},https://www.facebook.com/groups/ued.confessions/posts/2040151739833818/?__cft__[0]=AZVf_DRBSkOOwY_6_dgzNsmWvNUp_P3Sc6ivJ67gsv81_BqvQPg17Ei5tp2qs2r29_bcrmrvUIhT-Vc5fGzjx6rIaY_UbwmwdF5RM6ozAtV1myXVdYdS3CAioE25Jf5mWftCUTNz8y_tyh1vayNVmkImzp3AgJX5aPFGPd44i_wNMwLslw_xiA9HyH4fbvbaUtxCJ61Sl_4tJY0USBD-QCK2&__tn__=%2CO%2CP-R,Success
217,No link,Người tham gia ẩn danh,Thành viên,25 tháng 10 lúc 07:34,Anh chị ơi cho em hỏi là em có toiec có đc miễn tiếng anh chuyên nghành ko ạ,No picture,https://www.facebook.com/groups/ued.confessions/posts/2040088136506845/?__cft__[0]=AZWf_aywy2JMRJSAGhqQ12FEAREfoKDocQV_jlRat-rlI6oRUTU7fFmbalD1sHROHuHYzQ_OpHGhn_kuwVVjlEK-Yh_XfOOEkEdZVNdtHZ9jVnORyTmonlUDr1e94P6NwQJcT3Knz2vEWP1wsqKZNcMmoKWQahNJNsIRY6TN3B58WGakwd4KIDLDu6d6iCsk3JkxpYZOwd4eRoUwpaqtH0DeCvApobTe0KluAzOBvc2O-w&__tn__=%2CO%2CP-R,Success
218,No link,Người tham gia ẩn danh,Thành viên,24 tháng 10 lúc 16:44,Sắp xinh nhật ny nên tặng gì đây mn ( mình là nam nha) ngại quá ngại quá=))),No picture,https://www.facebook.com/groups/ued.confessions/posts/2039627613219564/?__cft__[0]=AZU6Gj1WiW8q1PagRDWvfmwaTdAOIg7ByTukkcieaWhSDzuLe8SOhAMC0h8TljBkP5kA7Ljl2u0tEyJg668f2_il9EcOdQcFNYLgeoCYzMpCpqVddobFya-b1LzKxZe8WA_RFVxMibJX6cAKHxe7B2yZeqfIZjXytRgfQ3pcGMc-FcY1fwS5MZPQcRpwiTueLElYRMNdHzMRxSIgK6hDQftgg08K9agJGVDjfBxF_liXWQ&__tn__=%2CO%2CP-R,Success
219,No link,Người tham gia ẩn danh,Thành viên,24 tháng 10 lúc 14:58,"A đã đi làm,cần kiếm một bạn sv để làm quen đi chơi hàng tháng ,ưu tiên những b đang k.k a có thể lo cho bạn hàng tháng đc,nghiêm túc thì thả 
 hoặc cmt … bài a sẽ nhắn nhé.",No picture,https://www.facebook.com/groups/ued.confessions/posts/2039572279891764/?__cft__[0]=AZVpisvOcl3O9rNUGaKK4JAibch4Sk5KVmMSjvBmkmjvJYPjIR_pOeUSoQWUKQQcrNADmHkshjSQFE-k0j4ISNfcJ3eCqT1EK1d9C2CF0IJ289p2s29W1jBJFLB7P_RP6LqHXbk6UDAFiYqipAx0erxpWl18Bt_D_H7_m4sKHulmG-8eNoA-3r1wwzPbWaYTPeMCMJAST32m4ra3wy5Mx_fqBL2EZGigwzMH5R22u-Y1zA&__tn__=%2CO%2CP-R,Success
220,No link,Người tham gia ẩn danh,Thành viên,23 tháng 10 lúc 17:05,Mấy bạn trong trường sao có bồ hay vậy? Chỉ mình một khóa với=)),No picture,https://www.facebook.com/groups/ued.confessions/posts/2038912419957750/?__cft__[0]=AZXj8pPJJaQ25E0F3ooQbK9GRbe_nAj-yANqooie-xUjy0kAcA7w7WLr_Gtd1Zeam9_xfzHgbPJF_Az-nTX-c1siCm1HiAFrCea7nlVLxo7EEvih7gEuTg9hQMvu-RupylzKSMzVs0tG3Rn2AYV7V3mAWr2Nf8GUJn9aa7VBMHsgwtiqt6NBunV5zqVnPUOesB_-BYCkWyCpvVt_r3cuD4ogJqtLmhGi73Eamiv7nzlgVA&__tn__=%2CO%2CP-R,Success
221,No link,Người tham gia ẩn danh,Thành viên,24 tháng 10 lúc 16:45,mấy chị có thích hồng hài nhi hong,No picture,https://www.facebook.com/groups/ued.confessions/posts/2039627926552866/?__cft__[0]=AZVij9wsBp8rzUpIlHMIXfWj59JY_Rvhl3N54iWsDth6Rq9hjOeHaXRDyk8ZtgNLfHFNRjur2oNMuDETitt1hhfOvByc2V_hf45etrnKz-XXPuIR2JA9SYtpAmJNboO4GR0AmcVdIEcC-6hzqZgsPSPv667A6ANDCI_CAT9K6SHVo4vvDevW456jgDLoAYUmkA1jBevIQjcC0BeFA_oc1EXDmWSemnz3cUdC-r01g1QqDQ&__tn__=%2CO%2CP-R,Success
222,No link,Người tham gia ẩn danh,Thành viên,24 tháng 10 lúc 16:45,"First date ảnh dẫn đi xem phim, mà trong lúc xem phim ảnh cứ lợi dụng nắm tay là sao mấy bà:v",No picture,https://www.facebook.com/groups/ued.confessions/posts/2039627753219550/?__cft__[0]=AZXdgPeKwAk6rOp90YW4RJ_5cPcMXKAmCy0ND92EVpjzNAPypCNW_avOt1Iwx-C9KSo63t0bAeexpr_ulYwDU3XkCJZldoW1D57r7Zi1DyC1egpAC-gV8vZMaY14U275-62KxRT0MSlbYhg7It5euSIg0HcfyVHcTV9wGOVECkZKrmwvX66PAZNIcmko-ovtLCsMZnzx9n7S8om6emMwMK_4NeDeOWjoXdQWoZQK1vLGvg&__tn__=%2CO%2CP-R,Success
223,https://www.facebook.com/groups/1976889476160045/user/100010714117177/?__cft__[0]=AZUAh2e6DHhHWnCeqmPLBPX6Rb7T4sVEUa4gEdroMWY2kAPNuicV_fkJPPTaAEFm6-85Wfhq-62iJmxqSe4Ae_meflqTlhNPKErKfTGrDbvqjjppeEFNYlyIiKJJO8MmLJov3WLCEyKrXZtC_r40LcpNfUVr79RrUjJujvSrwixtvBV0z91J9m84a06LVMwBvC8&__tn__=-UC%2CP-R,Văn Phan,Thành viên,24 tháng 10 lúc 15:16,"KA COFFEE&TEA ( 85 Ông Ích Khiêm - đối diện Phú Gia Compound ) tìm bạn đồng hành : 
+ Nhân viên pha chế part-time (2 người ) :
-Lương : 17-22k/1h + thưởng 
- Có xoay ca cho các bạn sinh viên.
   Yêu cầu : 
-Có kinh nghiệm pha chế, sẽ được đào tạo theo công thức của quán
-Ưu tiên hộ khẩu Đà Nẵng ( Hải Châu/ Thanh Khê )
- 18+
- Chịu khó ,tự giác , có trách nhiệm với công việc
-Đảm bảo gắn bó công việc lâu dài ( ÍT NHẤT 6 tháng ) 
- Khi đi mang theo bản photo CMND hoặc CCCD
* Liên hệ : 0905191018 - 0905001575 . Cám ơn đã đọc tin !",No picture,https://www.facebook.com/groups/ued.confessions/posts/2039581396557519/?__cft__[0]=AZUAh2e6DHhHWnCeqmPLBPX6Rb7T4sVEUa4gEdroMWY2kAPNuicV_fkJPPTaAEFm6-85Wfhq-62iJmxqSe4Ae_meflqTlhNPKErKfTGrDbvqjjppeEFNYlyIiKJJO8MmLJov3WLCEyKrXZtC_r40LcpNfUVr79RrUjJujvSrwixtvBV0z91J9m84a06LVMwBvC8&__tn__=%2CO%2CP-R,Success
224,No link,Người tham gia ẩn danh,Thành viên,24 tháng 10 lúc 14:15,"Tìm nữ ở ghép nhà nguyên căn
Mình có nuôi chó, nhưng đa số đi làm cả ngày chỉ có tối về ngủ
Đồ mình có sẵn hết rồi, vào ở thôi
Tháng đưa mình 6-700 là được rồi",No picture,https://www.facebook.com/groups/ued.confessions/posts/2039550879893904/?__cft__[0]=AZWu8Pzs0AYYBSyKiAHDomcJUYsWibt-RbXmP19HKEPKFYLe5Ghq7_057zgzvwd5UnIquqftwE7J-yH9GF_sr32ZoDIOzxCHM8lbgJto6gzL0ULMZxPJcJ7eNxzseSJT_CbK6PG3Nmv_bhtNrmJFJSVs8M1t5bp9p28ZW-6EAdMd188AINbLADWzlI0z24N7j4lJfvrnLBhKpHgj15_HHLpi-6HD486GKYXV42w1S-f-oQ&__tn__=%2CO%2CP-R,Success
225,https://www.facebook.com/groups/1976889476160045/user/61558410909956/?__cft__[0]=AZXLISyZ4o2GGJNr57K1igRRZ-5g5JU1XyKE1kzDYVTHH06uHnRI8J-UrlLUI7WtnyQySKlbArjwx1R5cku3IFfSO05m_xPXQ90PlU-sm1KPUGVhbP41dQdo2I43bzUuJd_fqNjYGEq-I6d0K0FYABAF3-qnfkGH44arLnEOkvuxWTN4hO_S0yQQMueCS9mHwh7aqEyhCWrSqA0qUyk3xJU9&__tn__=-UC%2CP-R,Sinh Viên Sài Gòn Confessions,Quản trị viên,"Quản trị viên
   24 tháng 10 lúc 11:59","Chào mừng các thành viên mới!
Nguyễn An,
Đặng Thùy Trâm,
Minh Thảo,
Văn Định,
Phạm Tiến Vinh,
Trường Phước,
Phùng Thái Hưng,
Nhu Quynh Võ,
Mạnh Hùng,
Nguyễn Nga,
Bích Phượng,
Hiền Vy,
Lê Tiến,
Lê Vương Lan,
Thương Võ,
Le Trung Hai,
Phan Nhật,
Nguyễn Trinh,
Hoài Minh Phan,
Truyền Phan,
Dương Tất Hà,
Hiển Nguyễn,
Bích Ngọc,
Tuấnn Anh,
Nguyễn Hoàng Tịnh Uyên,
Phước Thiên,
Lê Thị Thơ,
Nguyễn Xuân Quang,
Trần Minh Nhật,
Thảo Thảo,
Thư Minh,
Lê Thị Thơ,
Nguyễn Văn Anh Tú,
Giang Nguyen,
Nguyễn Thị Thu Hà,
Trần Phước Cầm,
Thiên Hương,
Nguyễn Thu Huệ,
Nhỏ Trưởng,
Zơ Râm Thị Tieeu,
Ngô Minh Chiến,
Nguyễn Thị Mến,
Mai Nguyễn Loan,
Thuận Bùi,
Khánh Vy,
Mỹ Tú,
Anh Tho,
Le T Hoai Ngoc,
Thái Yến Nhi,
Bình Quý,
Thúy Hạnh,
Ngọc Lan,
Thanh Nga,
Lê Khoa,
Kieu Tram Nguyen,
Hồ Nguyễn Nhật Ánh,
Quỳnh Hoa,
Quang Văn,
Hà Giang,
Trần T. Hương,
Nguyễn Tiên,
Nguyễn Hiếu,
Hoàng Phong,
Nguyễn Ngọc Phương Linh,
Hoàng Thị Thúy Hằng,
Hạ Quyên,
Mỹ Ngọc,
Thương,
Nguyễn Lê Giang,
Nguyễn Hoàng Tâm,
Phan Long,
Lê Trần,
Đức Trí,
Trọng Quý,
Nguyễn Bá Quang,
Hien Luong Thi,
Anh Thư,
PT Cẩm Tú,
Thị Thỉ Tiên,
Cẩm Tú,
Ngọc Trâm,
24sth3 - Bay cao bay xa ,
Minh Thư,
Nguyễn Đăng Khoa,
Vũ Duy Đan,
Huỳnh Bảo Trâm,
Ngô Hường,
Hi Ra,
Trần Huy,
Nguyễn Trường,
Trần Thị Hằng,
Thuỳ Dương,
Thanh Lê,
Nguyen Ly,
Vương Ngân,
Mai Oanh,
Huỳnh Ngọc Gia Hân,
Nhật Hạ,
Viet Hoang,
Nguyễn Thị Ut Quyên,
Võ Như Hoàng,
Ly Na,
Minh Quaan,
Bich Nga,
Lê Ngọc Linh,
Hậuu,
Du Hân,
Vũng Ánh Ngọc,
Ánh Hồng,
Sweet Vy,
Hoàng Khánh,
Võ Thị Thùy Trang,
Võ Tấn Hảo,
Nguyen Thi Thu Hien,
Trần Dương Hoài Trang,
Võ Huy Hùng,
Võ Lê Bảo Trân,
Thanh Thanh,
Dương Dương,
Linh Bùi,
Phạm Tuấn Anh,
Đoàn Nhật Nam,
Ly Na,
Nguyên Nguyên,
Hàoo Đâyy,
My Tienn,
Nguyễn Lê Bảo Duy,
Trần Phương Uyên,
Quý,
Vi Trần,
Hạ Ann,
Lê Thanh Phương,
Thu Sương,
Quỳnh Ngân,
Trương Dung,
Mẫn Tiên,
Huỳnh Phước Mạnh,
Hồng Phúc,
Diễm Diễm,
Duy Khánh,
Mỹ Linh,
Trang Phan,
Kii Ti,
Nguyệt Trân,
Văn Vũ,
Nguyễn Đức Annh,
Phạm Uyên Bảo Trang,
Dũng Lv,
Diem Mi,
Quỳnh Ngg,
Đào Trung Kiên,
Lê Thị Hải Yến,
Điềm Thuỵ,
Manh Dinh,
Nguyễn Hữu Hải,
Huỳnh Trương Bảo Trân,
Nguyễn Công Việt Hòa,
Trần Nhi,
Hoàng Thành,
Mai Moon,
Lương Gia Ngân,
Thịnh Phát Lê,
Métt mốt,
Mai Phương,
Tran NT,
Nguyễn Tường Uyên,
Nguyễn Hoàng Đức Quang,
Thùy Trang,
Tố Như,
Anh Viet,
Tran Phuong Linh,
Nguyễn Thanh Tuyền,
Nguyễn Trường Hoàng,
Nguyễn Thị Thời,
Võ TuấnAnh,
Cao Yến Đan Uyn,
Nguyễn Hồng AnhThư,
NT Huyền Trang,
Thanh Dung,
Phach,
Kim Hiền,
Thu Trang,
Linh Nguyễn,
Ngô Gia Điền,
Trúc Trần,
Tuyết Sương,
Minh Châu,
Nguyễn Thị Liên,
Cẩm Ly,
Liên Pham,
Try Your Best-TYB,
Trần Thị Bích,
Thuỳ Dung,
Thanh Hải,
Nguyễn Thương,
Tống Ngọc Thư,
Kim Thúy,
Hà Thị Thu Hương,
Mỹ Dung,
Trương Hoài Trâm,
Nguyễn Minh Hiền,
Kiều Vân,
Kim Khánh,
Trà My,
Nguyễn Dương,
Nhã Uyên,
Phan Hoàng Thuý Quỳnh,
Thanh Xuân,
Nguyễn Vinh,
Nguyễn Thị Ngọc Duyên,
Hoài Thu,
Lê Lye,
Kim Hằng,
Mỹ Duyên.,
Thương Hồng,
Phương Nguyên,
Nguyễn Thuỳ Duyên,
Huỳnh Thái Ngân,
Trần Bùi Chí Công,
Hoàng Diệp,
Long Phan,
Nguyễn Hoàng Ngân,
Truong Giang,
Quốcc Khánhh,
Nguyễn Thị Hoài Trang,
Nel Chan,
Hoàng Hải,
Phúc Trườngg,
Nguyễn Thị Mỹ Duyên,
Mỹ Huyền,
Trần Hạnh Nguyênn,
Giáp Vân Lộc,
Hà Thị Thanh Thảo,
Nguyễn Thị Thanh Thu,
Phi Vương Nguyễn,
Gia Sư Huy Hoàng,
배방영,
Phan Nguyễn Bích An,
Hoàng Thị Cẩm Ly,
Nguyễn Hữu Khang,
Kim Ngân,
Lệ Uyên,
Đinh T. Ngọc Luyến,
Thơm Hồng,
Phạm Ngọc Uy,
Dieo Uanh,
Lê Dương Minh Thuận,
Nguyễn Phong Bạt,
Nguyễn Thị Hằng,
Phan Huỳnh,
Nguyễn Hải Yến,
Thanh Tuyết,
Võ Thị Phương Thảo,
Hoàng Vũ Linh Anh,
Phương Thảo,
Huy Phan,
Võ Thị Linh,
Bùi Vũ Huy,
Trần Thị Yến Nhi,
Mỹ Kha,
Quang Tùng,
Hoàng Đệ,
Thanh Trà,
Đinh Đằng,
Đô Phu,
Hoàng Thảo,
Thanh Thảo,
Yếnn Nhii,
Lê Viết Quang Trí,
Ly Sa,
Ah Ngọc,
Nguyễn Quỳnh,
Hoàng Mai Hà Linh,
Nguyễn Thảo,
Le Tai,
Đặng Thôi,
Bảo Thiên,
Lacky Lts,
Trương Thanh Thảo,
Long Phan,
Mơ Nie,
Vinh Hoàng,
Trịnh Thu Hường,
Hồ Xuân Maiii,
Nguyễn Thị Kim Chi,
Hồ Công Duy,
Anh Cở Kaka,
Diễm Hằng,
Hươngg Hươngg,
Nguyễn Thị Tiểu Mẫn,
Khánh Uyên,
Van Tam,
Huỳnh Thư,
Khấn Lưng,
Phi Phi,
Đình Thắng,
Ksor H Tham,
Phan Thành Tâm,
Đỗ Trọng Toàn,
Mầm Non Hoa Nắng",{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/464326589_122148640076280363_5730518985717703340_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=zmJ5JM42S8cQ7kNvgGqapuA&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=Aosl7HOpHcBj564Fz8L3vIk&oh=00_AYCYdGUl06jptdEoJ-AwHR9n8Oyws-1jQ5kEPWLsxq0WwA&oe=673A2F18'},https://www.facebook.com/groups/ued.confessions/posts/2039487793233546/?__cft__[0]=AZXLISyZ4o2GGJNr57K1igRRZ-5g5JU1XyKE1kzDYVTHH06uHnRI8J-UrlLUI7WtnyQySKlbArjwx1R5cku3IFfSO05m_xPXQ90PlU-sm1KPUGVhbP41dQdo2I43bzUuJd_fqNjYGEq-I6d0K0FYABAF3-qnfkGH44arLnEOkvuxWTN4hO_S0yQQMueCS9mHwh7aqEyhCWrSqA0qUyk3xJU9&__tn__=%2CO%2CP-R,Success
226,No link,Người tham gia ẩn danh,Thành viên,24 tháng 10 lúc 09:30,"cho em hỏi thi đgnl sư phạm đà Nẵng vào ngành môn địa
thì em phải thi địa và sử ở bài thi sư phạm Hà Nội phải không ạ",No picture,https://www.facebook.com/groups/ued.confessions/posts/2039415189907473/?__cft__[0]=AZViGc382s1O5xayqnpmehouoxH5-hgEMAYo1Tbc-y-rBzC7NlZr2kQuQ_CAt4cRBH85-XPaH4goeEqQuvnUTnpIPm7_6g1nTH8ZnUDwzxezo22_-tWiME0ONH3Z5tRaKz95GGHJMJgIv5DC3m8HSqkniSNdx0TXknct6MEyf51XKkNbPcbsFwCpz0vddNRM2NqdJOBb2gwc1YbY_TSwG6OPCn41GpS7N-8Susqx1D59qA&__tn__=%2CO%2CP-R,Success
227,https://www.facebook.com/groups/1976889476160045/user/100072413784128/?__cft__[0]=AZWBg_SjlQHCRf-M2RzPwLNkFhMlEgdG7yLByYd1DjY_HwoFnsOu3FLjbYLpna3rRDWQowgXfDjeiKZcBb1InutPvwCukt2-dhWzt4JuC-pWvPYzWcB779hY-yv9-SZxnDyWvkjyos9rK5JDGLBeOyqpPvgYyO0MCXJKyWo7DEoRYuHD5t7M5YX4Qtki4WiAA0VydgeegAKnkm-b68-OvcfA&__tn__=-UC%2CP-R,Lâm Đình Trọng,Thành viên,23 tháng 10 lúc 20:26,"Em đi giao hàng thì nhặt được sợi dây chuyền như hình
Khu vực ktx nữ 
Ai là chủ nhân thì liên hệ em nhận lại nhé 
Tại nãy em có mang ra tiệm vàng rồi mà ngta không có mua ","{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/464389395_562692366154551_5043997697339544243_n.jpg?stp=dst-jpg_p552x414&_nc_cat=107&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=Yq4zAlwvIo4Q7kNvgHXHDlt&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=Avmxa_h8mmhzqpueOwcIB14&oh=00_AYDdmcjVL4-UX5YQ-1lvN-HvpV0THJQlE3A_8-41GBnShQ&oe=673A10A2', 1: 'https://static.xx.fbcdn.net/images/emoji.php/v9/t73/1/16/1f979.png'}",https://www.facebook.com/groups/ued.confessions/posts/2039023603279965/?__cft__[0]=AZWBg_SjlQHCRf-M2RzPwLNkFhMlEgdG7yLByYd1DjY_HwoFnsOu3FLjbYLpna3rRDWQowgXfDjeiKZcBb1InutPvwCukt2-dhWzt4JuC-pWvPYzWcB779hY-yv9-SZxnDyWvkjyos9rK5JDGLBeOyqpPvgYyO0MCXJKyWo7DEoRYuHD5t7M5YX4Qtki4WiAA0VydgeegAKnkm-b68-OvcfA&__tn__=%2CO%2CP-R,Success
228,No link,Người tham gia ẩn danh,Thành viên,23 tháng 10 lúc 22:55,Mình muốn xin bảng điểm học tập thì liên hệ phòng nào v ạ?,No picture,https://www.facebook.com/groups/ued.confessions/posts/2039112593271066/?__cft__[0]=AZUm-A0G8KFoq3LaeD3e2wUDOy0cShrbI3Q1zDGqV8x54vEpTt2lJiEWl6hvWr32ZBgUds-_OHOm7zHCkgfTSaenQFRbK52f8RyS5OtxcgXCpog6ON0eHECnTPZAjqtvLxtQXd6Ps6ILgKs_CqLDw3yPjWMIUT1wt6w2QHAl22c4liIO4QmpFvWvGwmuRh2mVbiVlqsbhuOwYT0Esyd5DnkwyJHtLn52AAono2GNHUEpjw&__tn__=%2CO%2CP-R,Success
